id,name,year,rating,status,genre,episodes,time,studio,description,img
250,Расколотая битвой синева небес 4 сезон,2021,7.94,Закончен,"Романтика, Боевые искусства, Демоны, Приключения, Мистика, Фэнтези, Экшен",24 эп. из 24,25 мин.,Motion Magic,"В мире, где сила и иерархия играют решающую роль, юноша Сяо Янь, представитель могущественного клана, обладает уникальными способностями. Однако его судьба кардинально меняется, когда его мать подвергается клевете и совершает самоубийство, а отец, чтобы защитить семью, теряет свои сверхъестественные способности. Печать, наложенная на родовые каналы, лишает и Сяо Янь его навыков. Отныне он вынужден работать обычным аптекарем, что оскорбляет его достоинство и уничтожает его мечты. Не выдержав",https://animego-online.org/uploads/posts/2023-09/1199745_1693956361.jpg
251,Расколотая битвой синева небес: Происхождение,2022,7.36,Закончен,"Романтика, Боевые искусства, Приключения, Фэнтези, Экшен",3 эп. из 3,29 мин.,Motion Magic,"Сяо Янь, происходящий из знатного клана, начинает свою жизнь с уникальными способностями, но его судьба меняется из-за клеветы на мать и утраты отцом своих сверхъестественных сил. Печать, накладываемая на его родовые каналы, лишает его способностей. Став работником аптеки, он теряет свою гордость и достоинство. С отказом невесты выйти за него замуж, Сяо Янь решает вернуть свою прежнюю мощь любой ценой, чтобы вновь стать тем великим воином, кем он был.",https://animego-online.org/uploads/posts/2023-09/0_1693944422.jpg
252,Владыка духовного меча 3 сезон,2019,7.03,Закончен,"Романтика, Боевые искусства, Приключения, Фэнтези, Экшен",40 эп. из 40,10 мин.,Soyep,"Молодой парень, известный своей силой, отвагой и искусством владения мечом и саблей, становится героем многих легенд. Он отправляется в захватывающее путешествие по миру, наполненному тайнами и опасностями, в поисках приключений и сражений со злом. Его доблестные поступки привлекают внимание, и он становится одним из главных претендентов на звание владыки этого мира. Однако, прежде чем взять на себя эту ответственность, герой решает сначала освободить свою сестру, давно исчезнувшую без вести.",https://animego-online.org/uploads/posts/2023-09/0_1693941432.jpg
253,Гигантский зверь Арса,2023,6.1,Закончен,"Приключения, Фэнтези, Экшен",12 эп. из 12,24 мин.,Asahi Production,"Монстр, испуская жуткую угрозу, приближался к воинам, готовым противостоять этой опасности. Однако мощная стрела, выпущенная в направлении монстра, не смогла пробить его броню. В то время как события разворачивались, мужчина и женщина следили за схваткой. Мужчина понял, что пора вмешаться, чтобы изменить ход событий. Он, обладая силой льда, заморозил монстра, остановив его движение. Паладин, как его называли, вызвал восхищение воинов, чьи атаки оказались бессильными. Но монстр смог освободиться",https://animego-online.org/uploads/posts/2023-08/5283139_1691444642.jpg
254,Маг на полную ставку 3 сезон,2018,7.36,Закончен,"Школа, Магия, Приключения, Фэнтези, Экшен",12 эп. из 12,20 мин.,Foch Films,"Мо Фан, шестнадцатилетний парень, случайно становится обладателем волшебного черного кулона, даренного ему старым смотрителем в лесу. Несмотря на бедность, его отец, договорившись с друзьями, отправляет его в магическую школу, где парня встречает презрение со стороны одноклассников. Упорно занимаясь, Мо Фан обнаруживает свою способность управлять стихией огня и молнией. Когда город сталкивается с угрозой со стороны монстров, парень осознает, что его магические таланты могут быть решающими в",https://animego-online.org/uploads/posts/2023-09/1112797_1693937882.jpg
255,Седьмой киллер 1 сезон,2018,7.87,Закончен,"Комедия, Романтика, Боевые искусства, Детектив, Драма, Суперсила, Экшен",10 эп. из 10,14 мин.,"Sharefun Studio, AHA Entertainment","В жизни Сэвена, потерявшего память, произошел неожиданный поворот. Он вынужден был стать парикмахером для выживания. Однако его коллега открыл ему необычное применение его навыков. Используя ножницы как оружие, Сэвен становится непобедимым квази-ассасином, вовлеченным в самые опасные военные действия. На фоне столкновения различных сторон, Сэвен, не придерживаясь ни одной из них, оказывается в опасном занятии, полагаясь только на свои интересы и умение выживать.",https://animego-online.org/uploads/posts/2023-09/1342761_1693934702.jpg
256,Магистр Дьявольского культа 1 сезон,2018,8.41,Закончен,"Комедия, Детектив, Драма, Приключения, Фэнтези, Экшен",15 эп. из 15,30 мин.,B.CMAY PICTURES,"Главный герой этого захватывающего сериала - скиталец, странствующий по миру в поисках своего места. Однако несмотря на благие намерения, за ним тянется волна бедствия и хаоса. В его следе разрушения, смерти и зла, и там, где он появляется, вспыхивает дьявольский культ. Вэй Вусянь - человек с множеством демонов внутри. Судьба не пощадила его, и он погиб. Но на небесах ему предоставляется второй шанс. Вопрос лишь в том, как он воспользуется этой возможностью, и способен ли изменить свою судьбу.",https://animego-online.org/uploads/posts/2023-09/1223947_1693934408.jpg
257,Страна десяти тысяч чудес 3 сезон,2019,7.17,Закончен,"Романтика, Боевые искусства, Демоны, Приключения, Фэнтези, Экшен",48 эп. из 48,7 мин.,Ruo Hong Culture,"Мир, о котором идет речь, является уникальным сочетанием обыденности и фантастических великанов. Герои этого захватывающего сериала, хоть и обладают удивительной магией, но неизменно сталкиваются с бесчисленными опасностями. В этом мире люди обладают семью формами смерти и тремя душами, что придает их жизни необычный оттенок. Здесь, среди богов, демонов и загадочных созданий, каждый персонаж становится частью удивительной истории о смелости и самопожертвовании.",https://animego-online.org/uploads/posts/2023-09/4294472_1693932488.jpg
258,Страна десяти тысяч чудес 4 сезон,2020,7.04,Закончен,"Романтика, Демоны, Магия, Фэнтези, Экшен",48 эп. из 48,7 мин.,Ruo Hong Culture,"В невероятном мире, где обитают как обычные создания, так и колоссальные божества, герои этого захватывающего сериала владеют могущественной магией, но даже они не могут избежать беспрестанной угрозы. Жители этого мира обладают семью смертными формами и тремя душами, взаимодействие которых создает уникальную динамику. Боги, демоны и другие загадочные создания наполняют сцену, делая историю о смелости и мужестве героев еще более увлекательной.",https://animego-online.org/uploads/posts/2023-09/4294472_1693932422.jpg
259,Страна десяти тысяч чудес 1 сезон,2019,7.23,Закончен,"Романтика, Боевые искусства, Демоны, Приключения, Фэнтези, Экшен",40 эп. из 40,7 мин.,Ruo Hong Culture,"В захватывающем мире, где даже воздух пропитан магией, обитают разнообразные существа, начиная от обычных созданий и заканчивая могущественными божествами. Герои этого увлекательного сериала, владея потрясающими магическими способностями, оказываются в постоянной борьбе с бескрайними опасностями. В этом мире люди обладают семью формами смерти и тремя душами, создавая уникальную динамику в их жизнях. Столкновения с богами, демонами и мистическими существами делают этот мир местом невероятных",https://animego-online.org/uploads/posts/2023-09/4294472_1693929542.jpg
260,Страна десяти тысяч чудес 2 сезон,2019,7.14,Закончен,"Романтика, Боевые искусства, Демоны, Приключения, Фэнтези, Экшен",40 эп. из 40,7 мин.,Ruo Hong Culture,"В удивительном мире, где реальность пропитана магией, каждый вид сущности, начиная от обычных жителей и заканчивая огромными божествами, находит свое место. Протагонисты этого захватывающего сериала владеют магическими силами, но даже среди этой необузданной магии они постоянно сталкиваются с невероятными опасностями. В этом мире люди обладают семью формами смерти и тремя душами, что придает уникальный оттенок их существованию. Боги, демоны и мистические существа заполняют каждый уголок этого",https://animego-online.org/uploads/posts/2023-09/4294472_1693926902.jpg
261,Моя любовь к Ямаде 999 уровня,2023,7.85,Закончен,Романтика,13 эп. из 13,23 мин.,Madhouse,"Сюжет описывает опасность онлайн-игр не только для здоровья и психики, но и для межличностных отношений. Главная героиня, Аканэ Киносита, столкнулась с потерей отношений из-за своего увлечения играми. На момент начала игровой зависимости она встречалась с парнем, но постепенно игры начали отнимать у неё больше времени и внимания. В результате парень решил расстаться с ней, так как она не была готова менять свои привычки ради отношений. Парень потребовал вернуть снаряжение, которое он",https://animego-online.org/uploads/posts/2023-08/5125425_1691426402.jpg
262,Алый Нексус,2021,5.68,Закончен,"Суперсила, Фантастика, Экшен",26 эп. из 26,24 мин.,Sunrise,"Сюжет аниме раскрывает будущее, где перед человечеством открываются новые технологические возможности. Ученые создают сообщество, используя субстанции, присутствующие в мозгу людей, для развития экстрасенсорных способностей. Однако недалеко от этого события на небе появляются Иные – монстры, которые начинают угрожать человечеству. Это новое явление ставит людей перед неизведанными угрозами, с которыми им приходится справляться. Иные оказываются опасными и даже бесмозглыми существами, пришедшими",https://animego-online.org/uploads/posts/2023-08/4538536_1691477281.jpg
263,Моб Психо 100 1 сезон,2016,8.49,Закончен,"Комедия, Мистика, Суперсила, Фантастика, Экшен",12 эп. из 12,24 мин.,Bones,"Сюжет следует за главным героем по имени Шигео Кагаяма, которого все зовут ""Моб"". Моб обладает огромной психической силой, но он стремится жить нормальной жизнью, не пользуясь этой силой. Он работает подмастерьем у оккультиста по имени Рейген, который использует его способности для разоблачения мистических обманщиков. В то время как Моб пытается контролировать свои эмоции и психическую силу, вокруг него происходят разнообразные паранормальные события. Он сталкивается с другими",https://animego-online.org/uploads/posts/2023-08/1002686_1691601182.jpg
264,Сводники духов: Лисьи свахи,2015,7.17,Закончен,"Комедия, Романтика, Мистика, Фэнтези",157 эп. из 155,10 мин.,"Haoliners Animation League, Garden Culture","В этом мире лисы играют роль свах, специализируясь на устройстве любовных судеб. История рассказывает о маленькой лисичке по имени Тушань Сусу, которая стремится быть полезной и стать настоящим лисьим духом. Однако это оказывается сложной задачей: у неё недостаточно духовной силы, а её лисий шарм практически отсутствует. Всё меняется, когда у неё появляется единственный шанс - первое задание в её жизни. Однако злобные сестры пытаются помешать ей. Во время выполнения задания Сусу случайно",https://animego-online.org/uploads/posts/2023-08/64e43702d7774_1692677890.jpg
265,Мангака и все-все-все,2014,7.1,Закончен,"Сейнен, Комедия, Гарем, Этти",12 эп. из 12,13 мин.,Zexcs,"Это комедийное аниме, основанное на манге. Сюжет сосредотачивается на жизни юного мангаки по имени Юки Аито и его отношениях с его ассистентами и другими женскими персонажами. Аито страдает от творческого кризиса и зачастую попадает в забавные ситуации из-за своей манги, которую он старается делать более ""эротичной"", нежели ""экшн-адвенчурной"". Его ассистенты и другие женские персонажи часто вводят его в смешные и неловкие ситуации. Сюжет фокусируется на юморе, взаимодействии",https://animego-online.org/uploads/posts/2023-08/838844_1691436902.jpg
266,Смертоносный герцог и его чёрная горничная 1 сезон,2021,7.61,Закончен,"Комедия, Драма, Мистика, Фэнтези",12 эп. из 12,24 мин.,J.C.Staff,"История фокусируется на юном герцоге, которого прокляла ведьма, делая его смертоносным для всего, что касается его. Любой человек или предмет, с которым он контактирует, умирает мгновенно. Из-за этого проклятия герцог изолирован в своей резиденции, избегая контакта с внешним миром. Его единственной компанией становится Кура, его верная горничная, которая решает остаться с ним, несмотря на риск. Кура становится его постоянным спутником и поддержкой, заботясь о нем и пытаясь создать для него хоть",https://animego-online.org/uploads/posts/2023-08/4440139_1691432101.jpg
267,Атака титанов 1 сезон,2013,8.53,Закончен,"Сёнен, Драма, Фантастика, Фэнтези, Экшен, Триллер",25 эп. из 25,24 мин.,Wit Studio,"История следует за Эреном Йегером, его сестрой Микасой и их другом Армином Арлертом. Живущие внутри стен, они мечтают об открытии мира за ними и избавлении от угрозы Титанов. Однако мир рушится, когда гигантский Титан высокого класса прорывает стену и позволяет остальным Титанам вторгнуться в город. Эрен становится свидетелем ужасных событий: его мать погибает, и он клянется отомстить Титанам. Вместе с Микасой и Армином, он присоединяется к Военному корпусу, чтобы стать Охотником на Титанов и",https://animego-online.org/uploads/posts/2023-08/1691852041_11.jpg
268,Сатана на подработке 2 сезон 1 часть,2022,6.66,Закончен,"Комедия, Демоны, Магия, Фэнтези",12 эп. из 12,25 мин.,Studio 3Hz,"Милосердная воительница по имени Эмилия ощутила обязанность встретиться в битве с повелителем Тьмы, именуемым Садао Мао. Этот индивид был истинным разрушителем всего человечества и, не щадя никого, достигал своей цели. Силы Эмилии были потрясающими, чтобы справиться с этим врагом, и Садао был тревожен за свою собственную безопасность. Тем не менее, он обнаруживает способ спастись, погружаясь в параллельный мир, где обитают обычные люди, и он сам становится одним из них. Его прежняя мощь",https://animego-online.org/uploads/posts/2023-08/760019_1691459821.jpg
270,Папаши-дружбаны,2023,8.15,Закончен,"Комедия, Криминал, Экшен",12 эп. из 12,24 мин.,P.A. Works,"Босс уже ожидал группу людей, которые привезли ценные драгоценности. Однако их путь оказывается затрудненным, с встречей неприятностей и даже перестрелкой, в которой участвует замаскированный человек. Из-за этой встречи место назначения человека с чемоданом меняется. Они доставляют его на склад, где начинают оценивать содержимое чемодана. Перепуганный мужчина готов заплатить любую сумму, лишь бы отпустили его, но оказывается, что вопрос не в деньгах. Один из парней, который допрашивает",https://animego-online.org/uploads/posts/2023-08/5148537_1691447641.jpg
271,Учитель-мафиози Реборн,2006,8.13,Закончен,"Сёнен, Комедия, Суперсила, Экшен",203 эп. из 203,25 мин.,Artland,"Это аниме, основанное на манге, которое начинается как комедийная ситуационная комедия, а затем превращается в более серьезное приключение. Сюжет сосредотачивается на Сава Цунае, обычном подростке, который узнает, что он - наследник мафиозной семьи Вонгола. Сава Цуна под руководством своего стража и учителя Реборна начинает обучаться и готовиться к своей новой роли в мафиозной организации. С течением времени он раскрывает свои потенциальные способности и сталкивается с другими",https://animego-online.org/uploads/posts/2023-08/481421_1691438281.jpg
272,Кровь-С,2011,6.53,Закончен,"Школа, Вампиры, Детектив, Мистика, Ужасы, Фэнтези, Экшен",12 эп. из 12,24 мин.,Production I.G,"Сая Кисараги - обычная старшеклассница, живущая в тихом городке, который с виду кажется спокойным и безмятежным. Однако когда наступает ночь, город начинает охватывать зловещие силы и монстры, известные как ""Оборотни"". В роли священного клинка, Сая сражается с этими существами, обороняя свой город и тайну своей семьи. По мере того как она исследует свое настоящее и прошлое, она сталкивается с ужасными истиными о своей судьбе и тем, что на самом деле происходит в их городе.",https://animego-online.org/uploads/posts/2023-08/585299_1691718781.jpg
273,В случае с братом медицина бессильна 1 сезон,2017,7.48,Закончен,"Комедия, Школа, Повседневность, Спорт",12 эп. из 12,3 мин.,"Fanworks, Imagineer","Жизнь средней школьницы Мао становится настоящей головной болью из-за её старшего брата Шу. Шу - это настоящий хулиган и хулиган, не имеющий уважения к ничему, кроме себя самого. Он беспокойный, грубый и всегда ставит Мао в неловкие и смешные ситуации. Но, несмотря на его несговорчивость и эксцентричность, Шу всегда находит способы помочь Мао, когда она попадает в беду. Независимо от его необычных методов, его беспокойное сердце всегда на стороне сестры.",https://animego-online.org/uploads/posts/2023-08/1190946_1691575081.jpg
274,Баки Ханма 2 сезон,2023,7.81,Онгоинг,"Сёнен, Спорт",27 эп.,25 мин.,TMS Entertainment,"Смерть жестокого доисторического африканского слона становится мировым событием. В отчетах о последствиях этого происшествия единственный выживший после одной из буйных атак животного приписывает его смерть одному одинокому, не вооруженному человеку — не зная, что он описывает Юдзироу Ханму, прозванного ""Огром"" и часто называющегося ""самым сильным существом на Земле"". В другом месте 18-летний сын Юдзироу, Баки, сражается с равно могучим созданием: богомолом. Удовлетворенный",https://animego-online.org/uploads/posts/2023-08/4504503_1691425502.jpg
275,Сасаки и Мияно,2022,8.24,Закончен,"Сёнен-ай, Комедия, Школа, Повседневность",12 эп. из 12,23 мин.,Studio Deen,"Аниме сфокусировано на жизни юноши Ёсикадзу Мияно. Он ведет размеренную жизнь, посвящая много времени учебе и ученическому комитету. Однако в тайне он увлекается чтением манги, где рассматривается мужская однополая любовь, и он беспокоится о своей внешности, чувствуя, что не имеет достаточной мужественности. Сюмээм Сасаки, старший на год, внезапно появляется в жизни Мияно. Они становятся свидетелями драки и вмешиваются, чтобы её разнять. Сасаки производит на Мияно впечатление ответственного и",https://animego-online.org/uploads/posts/2023-08/4557186_1691477101.jpg
276,Деятельность Бога в мире без богов,2023,6.79,Закончен,"Сейнен, Комедия, Магия, Пародия, Приключения, Фэнтези, Экшен",12 эп. из 12,23 мин.,Studio Palette,"Сюжет рассказывает о Юкито Урабэ, который родился в семье, где родители не способны быть надежными и заботливыми родителями. Его отец входит в религиозный культ, который оказывается опасным для мальчика, так как отец пытается его убить в рамках жертвоприношения. Несмотря на несколько неудачных попыток, Юкито становится жертвой культа и погибает. Однако Юкито оказывается перенесенным в мир из своих грез, где отсутствует религия, боги и страх перед грехами. Это становится для него важным",https://animego-online.org/uploads/posts/2023-08/5308029_1691426652.jpg
277,Сага о Винланде 2 сезон,2023,8.83,Закончен,"Сейнен, Драма, Исторический, Приключения, Экшен",24 эп. из 24,24 мин.,MAPPA,"Сюжет разворачивается в XI веке в Исландии, среди могучих викингов, веривших в богов и смело смотревших в лицо смерти. Сын Торса, по имени Торфинн, с детства мечтал стать великим воином, как его отец. Он слушал рассказы своего отца и друга его отца, Лейфа Эрикссона, о сражениях и подвигах. Однако судьба расставила свои карточки, и Торфинн вынужден покинуть дом. Он стремится пойти в след за отцом, но тот не согласен, и Торфинн без разрешения проникает на драккар (викингское судно). Отец",https://animego-online.org/uploads/posts/2023-08/1274280_1691426941.jpg
278,Повседневная жизнь бессмертного короля 2 сезон,2021,7.39,Закончен,"Комедия, Школа, Приключения, Фэнтези",12 эп. из 12,20 мин.,Pb Animation Co. Ltd.,"Главный герой этой истории заслужил свою легендарную репутацию еще в молодости, когда ему всего лишь шесть лет, он одолел Жабу, которая пожирала небо. Его удивительные способности делают его выдающимся воином, но несмотря на это, он предпочитает проживать обычную жизнь, так же, как любой обычный человек. Для многих сверхъестественное сокрытие своих способностей может показаться унизительным, но не для Ваня Лина. Он лишен тщеславия и не мечтает о деньгах, мировой славе или покорении сердец. Его",https://animego-online.org/uploads/posts/2023-08/1692678344_15.jpg
279,Магазинчик начинающего алхимика,2022,6.61,Закончен,"Комедия, Драма, Повседневность, Приключения, Фэнтези",12 эп. из 12,23 мин.,ENGI,"После того, как её родители были убиты бандитами, молодая Сараса Фид отправляется в детский дом, где она узнаёт о престижном мире алхимии. Решив следовать по стопам своих покойных родителей и стать независимым предпринимателем, она поступает в Королевскую Алхимическую Академию, чтобы обучиться и получить сертификацию официального алхимика. Через пять лет Сараса оканчивает учебное заведение и почти достигает своей мечты, понимая, что ей не хватает средств для этого. Оставшись с небольшим",https://animego-online.org/uploads/posts/2023-08/5047586_1691451961.jpg
280,Инициал Ди 1 сезон,1998,8.33,Закончен,"Комедия, Драма, Машины, Спорт, Экшен",26 эп. из 26,25 мин.,"Gallop, Studio Comet","Это аниме, основанное на манге, которая фокусируется на уличных гонках и страсти к автомобилям. Сюжет следует за главным героем, Такуми Фудзиварой, который неосознанно сталкивается с миром уличных гонок, когда его други предают его искусству гонки в горах. Такуми обладает невероятными навыками вождения, которые он развивал доставляя поставки на горную городскую трассу Акаина. В процессе он принимает участие в уличных гонках и сталкивается с различными оппонентами, включая членов группы",https://animego-online.org/uploads/posts/2023-08/230874_1691889902.jpg
281,Властелин всех миров,2019,6.76,Закончен,"Приключения, Фэнтези",316 эп. из 60,9 мин.,Ruo Hong Culture,"Сюжет переносит нас в параллельный мир, где главный герой Е-Чен обладает невероятной силой богов. Е-Чен способен влиять на все в этом мире. Однако он вынужден покинуть Страну Богов, чтобы начать новую жизнь и найти свое место в большом и изменчивом мире. Со временем он становится еще более мощным и сильным, а легенды о нем распространяются среди людей как о герое, борющемся со злом и сопротивляющемся темным силам. Его присутствие всегда требуется, особенно когда угроза нависает даже над миром",https://animego-online.org/uploads/posts/2023-08/64e43dd5c70d5_1692679637.jpg
282,Поглощая Звезду 1 сезон,2020,7.83,Закончен,"Приключения, Фантастика",26 эп. из 26,22 мин.,Sparkly Key Animation Studio,"Новый вирус, названный RR, стал причиной отчаяния для человечества. Он привел к борьбе за выживание против дикой природы, которая ранее окружала их. Животные, зараженные этим вирусом, стали жестокими и агрессивными существами. Единственным выходом для людей стало укрытие в подземельях, где им пришлось создавать новые базы для поддержания жизни. Этот мрачный период, который запечатлел начало новой эры, получил название ""Эра Нирваны"". Основные герои этой истории вынуждены выживать в",https://animego-online.org/uploads/posts/2023-08/1692679397_13.jpg
283,"Трон, отмеченный Богом 1 сезон",2022,7.7,Закончен,"Приключения, Фэнтези, Экшен",26 эп. из 26,20 мин.,Shenman Entertainment,"Сюжет этой истории оказывает мрачные отголоски событий, произошедших шесть тысяч лет назад. На землю прибыл Фэн Сюй, император демонов, сопровождаемый своей жестокой демонической армией. Всех, кто оказался на пути этой армии, охватила беспощадная атака. Демоны распространяли порчу, заражая всё, что попадалось на их пути через армию семидесяти двух колонн. Человечество столкнулось с угрозой, которую казалось невозможно преодолеть. Несмотря на силу сильнейших из людей, они не смогли сдержать",https://animego-online.org/uploads/posts/2023-08/1692679223_12.jpg
284,Причина полюбить её,2023,7.5,Закончен,"Комедия, Романтика, Школа, Драма",22 эп. из 22,12 мин.,Red Dog Culture House,"Сюжет следует за обычным первокурсником по имени Юань Цзюньтань, который начинает свою учебу в университете Миньсун. Главный герой испытывает огромную радость по поводу этой возможности, ведь он попал туда, куда всегда хотел. Судьба также улыбается ему, когда выясняется, что девушка, в которую он давно влюблен, также начинает учиться в этом университете. Это явно не случайное стечение обстоятельств. В университете Юань знакомится с Ли Шией, бывшей звездой большой сцены. Среди новых друзей",https://animego-online.org/uploads/posts/2023-08/1692679112_11.jpg
285,Задача трёх тел,2022,6.36,Закончен,Фантастика,15 эп. из 15,35 мин.,YHKT Entertainment,"Аниме поднимает важные вопросы, занимающие умы ученых и исследователей на протяжении многих лет. Вселенная представляется загадочной и полной неожиданных открытий. Одной из загадок является структура и функционирование пространства. Как оно формируется, как работает, и возможно ли на это влиять? Вопросы эти по-прежнему остаются без ответов, и исследователи будущего пытаются раскрыть их секреты. Сюжет затем переносит нас в далекое будущее, где корабли Трисоляриса планируют прибыть на Землю через",https://animego-online.org/uploads/posts/2023-08/64e43b60d1635_1692679008.jpg
286,Туманный холм пяти стихий,2020,7.84,Закончен,"Боевые искусства, Фэнтези, Экшен",3 эп. из 3,29 мин.,"Nice Boat Animation, Samsara Animation Studio","Древняя легенда рассказывает о далеком времени, когда существовало место, где обитали загадочные создания, наделявшие избранных уникальной способностью управлять пятью стихиями. Эта история о том, как герои стремились найти это место, хотя оно было окружено опасностями, как облаками мглы, покрывающими горы. Несмотря на угрозы и риски, один смелый герой решает отправиться в путешествие и отыскать это таинственное место. Его сердце полно решимости, а горящие глаза отражают его стремление к",https://animego-online.org/uploads/posts/2023-08/64e439f32cb39_1692678643.jpg
287,Слабейший монстр 1 сезон,2023,6.87,Закончен,"Комедия, Приключения, Фэнтези, Экшен",12 эп. из 12,20 мин.,Kung Fu Frog Animation,"Дундун – это страстный геймер, который обожает компьютерные игры. Однако судьба приводит его в новую реальность, которая удивительно схожа с одной из игровых вселенных, в которых он недавно играл. Оказавшись здесь, он осознаёт, что, к сожалению, является самым слабым из всех монстров, обитающих на этих локациях. Эта нелегкая ситуация подталкивает его к решению развивать свои способности, чтобы изменить текущее положение. Дундун становится под опеку Пузырьки, укротительницы, которая берёт на",https://animego-online.org/uploads/posts/2023-08/64e4399366b29_1692678547.jpg
288,Непревзойдённый царь небес 1 сезон,2020,7.15,Закончен,"Приключения, Мистика, Фэнтези, Экшен",64 эп. из 64,7 мин.,Ruo Hong Culture,"Десять тысяч лет назад произошло удивительное событие: царь небожителей Му Юнь подвергся нападению со стороны зловредных личностей, которые стремились завладеть его волшебным свитком. Этот свиток обладал уникальной способностью - он имел силу даже наказывать богов. Однако, не сумев защитить себя от этой атаки, Му Юнь был убит. Спустя многие века случилось нечто необычное. Дух Му Юня внезапно очнулся в мире, оказавшемся континентом Судьбы. Однако он обнаружил, что его сознание переселилось в",https://animego-online.org/uploads/posts/2023-08/1692677705_12.jpg
289,Непревзойдённый царь небес 2 сезон,2021,7.0,Онгоинг,"Приключения, Мистика, Фэнтези, Экшен",64 эп. из 240,7 мин.,Ruo Hong Culture,"Десять тысяч лет назад бессмертный король Му Юнь стал жертвой заговора других лиц из-за своего владения Чжу Сянту. После десяти тысяч лет сна его остаточная душа пробудилась в теле известного ""Мусорного Му Юня"" Южной Облачной Империи на континенте Небесной Судьбы.",https://animego-online.org/uploads/posts/2023-08/1692677654_11.jpg
